text,label
Permessi legge 104 negati [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro si rifiuta di concedere i permessi ex legge 104.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non vengono riconosciuti i diritti di carriera al lavoratore con disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha rinnovato il contratto a scadenza senza fornire spiegazioni.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il contratto non include clausole di protezione per le persone con disabilità cronica.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il dipendente segnala di essere escluso dalle riunioni aziendali.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro non ha risposto alla richiesta di modifica dei turni.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stato attivato il percorso di accompagnamento al lavoro previsto.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore chiede supporto per rinegoziare le condizioni contrattuali.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha rispettato le quote di riserva previste dalla legge 68/99.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il contratto di lavoro non prevede le clausole di tutela per i lavoratori con disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha rispettato le quote di riserva previste dalla legge 68/99.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro ha chiesto al dipendente di svolgere mansioni non compatibili con la sua disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda ha licenziato il dipendente durante il periodo di malattia.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stata rispettata la normativa sul divieto di discriminazione per disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro ha chiesto al dipendente di svolgere mansioni non compatibili con la sua disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non vengono riconosciuti i diritti di carriera al lavoratore con disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il contratto di lavoro non prevede le clausole di tutela per i lavoratori con disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il contratto non include clausole di protezione per le persone con disabilità cronica.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non sono stati rispettati i tempi di risposta alla convocazione dei servizi per l'impiego.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stato attivato il percorso di reinserimento lavorativo dopo un lungo periodo di malattia.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stata rispettata la riservatezza dei dati sensibili del dipendente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda ha licenziato il dipendente durante il periodo di malattia.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro non ha rispettato le indicazioni del medico competente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha applicato le agevolazioni fiscali previste per l'assunzione di disabili.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore con disabilità è stato trasferito senza il suo consenso.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stato attivato il percorso di accompagnamento al lavoro previsto.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda ha licenziato il dipendente durante il periodo di malattia.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro non ha risposto alla richiesta di modifica dei turni.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro ha negato il telelavoro nonostante la certificazione medica.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore è stato escluso dai benefici aziendali riservati al personale.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore non ha ricevuto la valutazione periodica delle performance.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non viene garantita la flessibilità oraria necessaria per le terapie mediche.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il contratto non include clausole di protezione per le persone con disabilità cronica.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il responsabile HR non risponde alle richieste del lavoratore con disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stato predisposto un piano di sicurezza personalizzato per il disabile.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono stati riconosciuti i giorni di permesso per accertamenti diagnostici.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha rinnovato il contratto a scadenza senza fornire spiegazioni.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore con disabilità è stato trasferito senza il suo consenso.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stata garantita la sorveglianza sanitaria specifica per il lavoratore.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro non ha adattato la postazione di lavoro alla disabilità del dipendente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] È stato segnalato un licenziamento illegittimo di un lavoratore con disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda ha licenziato il dipendente durante il periodo di malattia.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il contratto di lavoro non prevede le clausole di tutela per i lavoratori con disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore è stato declassato senza giustificazione dopo la diagnosi di disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non sono stati rispettati i tempi di risposta alla convocazione dei servizi per l'impiego.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore chiede supporto per rinegoziare le condizioni contrattuali.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stato attivato il tutoraggio aziendale previsto dalla convenzione.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stata rispettata la normativa sul divieto di discriminazione per disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro si rifiuta di concedere i permessi ex legge 104.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore è stato escluso dai benefici aziendali riservati al personale.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro non ha adattato la postazione di lavoro alla disabilità del dipendente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stato attivato il percorso di reinserimento lavorativo dopo un lungo periodo di malattia.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro ha rifiutato di applicare la valutazione del rischio per i lavoratori disabili.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro ha negato il telelavoro nonostante la certificazione medica.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro ha negato il telelavoro nonostante la certificazione medica.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] È stato segnalato un licenziamento illegittimo di un lavoratore con disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro ha rifiutato di applicare la valutazione del rischio per i lavoratori disabili.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non sono stati rispettati i tempi di risposta alla convocazione dei servizi per l'impiego.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il dipendente segnala di essere escluso dalle riunioni aziendali.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] È stato segnalato un licenziamento illegittimo di un lavoratore con disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il dipendente segnala di essere ignorato nelle comunicazioni interne.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha partecipato agli incontri di mediazione convocati dal servizio.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore con disabilità non riceve la stessa formazione degli altri colleghi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore chiede supporto per rinegoziare le condizioni contrattuali.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha rinnovato il contratto a scadenza senza fornire spiegazioni.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro non ha adattato la postazione di lavoro alla disabilità del dipendente.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non viene garantita la flessibilità oraria necessaria per le terapie mediche.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stata rispettata la normativa sul divieto di discriminazione per disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stato predisposto un piano di sicurezza personalizzato per il disabile.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala di essere escluso dalle riunioni aziendali.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stato attivato il tutoraggio aziendale previsto dalla convenzione.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda ha licenziato il dipendente durante il periodo di malattia.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stata rispettata la riservatezza dei dati sensibili del dipendente.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono state messe a disposizione attrezzature di sicurezza adeguate.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha partecipato agli incontri di mediazione convocati dal servizio.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro ha rifiutato di attivare convenzioni con i Centri per l'impiego.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro si rifiuta di concedere i permessi ex legge 104.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente segnala di essere escluso dalle riunioni aziendali.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il dipendente segnala di essere escluso dalle riunioni aziendali.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stato effettuato il collocamento mirato richiesto dall'ufficio competente.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono stati forniti gli ausili tecnologici richiesti per lo svolgimento del lavoro.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore con disabilità non riceve la stessa formazione degli altri colleghi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il responsabile HR non risponde alle richieste del lavoratore con disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stato predisposto un piano di sicurezza personalizzato per il disabile.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro non ha rispettato le indicazioni del medico competente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore non ha ricevuto la valutazione periodica delle performance.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore è stato declassato senza giustificazione dopo la diagnosi di disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha partecipato agli incontri di mediazione convocati dal servizio.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore con disabilità non riceve la stessa formazione degli altri colleghi.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore con disabilità è stato trasferito senza il suo consenso.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha adeguato gli spazi comuni alle esigenze del dipendente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha applicato le agevolazioni fiscali previste per l'assunzione di disabili.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stato rispettato l'orario ridotto concordato con il medico del lavoro.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stata rispettata la riservatezza dei dati sensibili del dipendente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non sono state messe a disposizione attrezzature di sicurezza adeguate.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro non ha rispettato le indicazioni del medico competente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro ha chiesto al dipendente di svolgere mansioni non compatibili con la sua disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro non ha applicato le deduzioni fiscali per i lavoratori con disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro non ha applicato le deduzioni fiscali per i lavoratori con disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stato attivato il percorso di reinserimento lavorativo dopo un lungo periodo di malattia.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore lamenta condizioni di lavoro discriminatorie rispetto ai colleghi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore lamenta condizioni di lavoro discriminatorie rispetto ai colleghi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore non ha ricevuto la valutazione periodica delle performance.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il lavoratore lamenta condizioni di lavoro discriminatorie rispetto ai colleghi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non viene garantita la flessibilità oraria necessaria per le terapie mediche.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il contratto non include clausole di protezione per le persone con disabilità cronica.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro non ha adattato la postazione di lavoro alla disabilità del dipendente.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il responsabile HR non risponde alle richieste del lavoratore con disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro ha rifiutato di attivare convenzioni con i Centri per l'impiego.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro si rifiuta di concedere i permessi ex legge 104.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro ha rifiutato di applicare la valutazione del rischio per i lavoratori disabili.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha applicato le agevolazioni fiscali previste per l'assunzione di disabili.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha comunicato i diritti del lavoratore con certificazione di disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non sono state messe a disposizione attrezzature di sicurezza adeguate.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha rispettato le quote di riserva previste dalla legge 68/99.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] È stato segnalato un licenziamento illegittimo di un lavoratore con disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il datore di lavoro ha rifiutato di attivare convenzioni con i Centri per l'impiego.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stato predisposto un piano di sicurezza personalizzato per il disabile.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono stati riconosciuti i giorni di permesso per accertamenti diagnostici.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro non ha adattato la postazione di lavoro alla disabilità del dipendente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stato attivato il percorso di reinserimento lavorativo dopo un lungo periodo di malattia.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono state messe a disposizione attrezzature di sicurezza adeguate.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro si rifiuta di concedere i permessi ex legge 104.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro ha negato il telelavoro nonostante la certificazione medica.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore non ha ricevuto la valutazione periodica delle performance.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro non ha risposto alla richiesta di modifica dei turni.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore con disabilità non riceve la stessa formazione degli altri colleghi.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono state messe a disposizione attrezzature di sicurezza adeguate.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente non è stato informato delle opportunità di formazione continua.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono stati rispettati i tempi di risposta alla convocazione dei servizi per l'impiego.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non vengono riconosciuti i diritti di carriera al lavoratore con disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stato attivato il percorso di reinserimento lavorativo dopo un lungo periodo di malattia.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala di essere escluso dalle riunioni aziendali.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha comunicato i diritti del lavoratore con certificazione di disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stato attivato il tutoraggio aziendale previsto dalla convenzione.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il dipendente segnala di essere escluso dalle riunioni aziendali.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stato attivato il tutoraggio aziendale previsto dalla convenzione.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore è stato declassato senza giustificazione dopo la diagnosi di disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha comunicato i risultati della valutazione dei rischi.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala pressioni affinché si dimetta volontariamente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il datore di lavoro si rifiuta di concedere i permessi ex legge 104.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha partecipato agli incontri di mediazione convocati dal servizio.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stato effettuato il collocamento mirato richiesto dall'ufficio competente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha adeguato gli spazi comuni alle esigenze del dipendente.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stata rispettata la normativa sul divieto di discriminazione per disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha predisposto un piano di emergenza accessibile per il lavoratore.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono stati rispettati i tempi di risposta alla convocazione dei servizi per l'impiego.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore chiede supporto per rinegoziare le condizioni contrattuali.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il dipendente segnala di essere ignorato nelle comunicazioni interne.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha applicato le agevolazioni fiscali previste per l'assunzione di disabili.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] L'azienda non ha rinnovato il contratto a scadenza senza fornire spiegazioni.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha partecipato agli incontri di mediazione convocati dal servizio.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non è stato rispettato l'orario ridotto concordato con il medico del lavoro.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore con disabilità è stato trasferito senza il suo consenso.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha rispettato le quote di riserva previste dalla legge 68/99.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Il datore di lavoro non ha rispettato le indicazioni del medico competente.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il responsabile HR non risponde alle richieste del lavoratore con disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore lamenta condizioni di lavoro discriminatorie rispetto ai colleghi.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore chiede che venga applicato il piano di accomodamento ragionevole.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] È stato segnalato un licenziamento illegittimo di un lavoratore con disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Non sono state messe a disposizione attrezzature di sicurezza adeguate.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stata garantita la sorveglianza sanitaria specifica per il lavoratore.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] Non è stato rispettato l'orario ridotto concordato con il medico del lavoro.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il lavoratore lamenta condizioni di lavoro discriminatorie rispetto ai colleghi.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il lavoratore è stato declassato senza giustificazione dopo la diagnosi di disabilità.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non è stata rispettata la normativa sul divieto di discriminazione per disabilità.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] L'azienda non ha applicato le agevolazioni fiscali previste per l'assunzione di disabili.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Non sono stati forniti gli ausili tecnologici richiesti per lo svolgimento del lavoro.,Rapporti con datori di lavoro
Discriminazione lavorativa disabilità [SEP] Il contratto non include clausole di protezione per le persone con disabilità cronica.,Rapporti con datori di lavoro
Permessi legge 104 negati [SEP] Il contratto di lavoro non prevede le clausole di tutela per i lavoratori con disabilità.,Rapporti con datori di lavoro
Mancato accomodamento ragionevole [SEP] L'azienda non ha rispettato le quote di riserva previste dalla legge 68/99.,Rapporti con datori di lavoro
Trasporto non accessibile [SEP] Le scale mobili della metropolitana sono spesso fuori servizio.,Accessibilità/barriere architettoniche/mobilità e trasporti/barriere digitali e media
Barriera architettonica segnalata [SEP] Il servizio di trasporto scolastico non è disponibile per alunni con carrozzina.,Accessibilità/barriere architettoniche/mobilità e trasporti/barriere digitali e media
Trasporto non accessibile [SEP] Il treno regionale non dispone di spazio per la carrozzina nel vagone.,Accessibilità/barriere architettoniche/mobilità e trasporti/barriere digitali e media
Barriera architettonica segnalata [SEP] L'edificio comunale non dispone di rampa di accesso per sedie a rotelle.,Accessibilità/barriere architettoniche/mobilità e trasporti/barriere digitali e media
Barriera architettonica segnalata [SEP] Il parcheggio multipiano non ha spazi adeguati per veicoli adattati.,Accessibilità/barriere architettoniche/mobilità e trasporti/barriere digitali e media
Trasporto non accessibile [SEP] Il portale per l'autocertificazione non funziona con la tastiera senza mouse.,Accessibilità/barriere architettoniche/mobilità e trasporti/barriere digitali e media
